id,user_id,image_id,label_id,top,left,bottom,right,time_effort,token,creation_date,is_validated,is_correct,est_lat,est_lng,gt
11,1,"4","0",53
12,1,"281","0",60
13,1,"281","0",-1
14,1,"23","0",15
15,1,"253","0",95
17,1,"253","0",95
18,1,"85","0",44
19,1,"85","0",44
20,1,"85","0",29
22,1,"13","0",-1
23,1,"13","0",46
24,1,"13","0",-1
25,1,"19","0",69
26,1,"32","0",61
27,1,"140","0",72
28,1,"260","0",12
29,1,"62","0",28
30,1,"62","0",28
31,1,"62","0",87
32,1,"62","0",28
33,1,"168","0",85
34,1,"168","0",83
35,1,"145","0",-1
36,1,"145","0",-1
37,1,"145","0",65
38,1,"163","0",85
39,1,"6","0",53
40,1,"6","0",-1
41,1,"216","0",77
42,1,"216","0",-1
43,1,"160","0",39
44,1,"160","0",57
45,1,"194","0",89
46,1,"194","0",89
47,1,"194","0",-1
48,1,"194","0",89
49,1,"268","0",63
50,1,"95","0",29
51,1,"132","0",91
52,1,"132","0",91
54,1,"10","0",-1
55,1,"10","0",8
56,1,"22","0",26
57,1,"171","0",90
59,1,"122","0",62
60,1,"122","0",96
62,1,"63","0",28
63,1,"63","0",28
64,1,"63","0",28
65,1,"88","0",29
66,1,"88","0",44
67,1,"88","0",29
68,1,"263","0",13
69,1,"263","0",13
70,1,"90","0",29
71,1,"90","0",16
72,1,"116","0",84
73,1,"177","0",75
74,1,"177","0",75
75,1,"161","0",39
76,1,"161","0",57
77,1,"246","0",70
78,1,"246","0",-1
79,1,"42","0",67
80,1,"42","0",67
81,1,"147","0",65
82,1,"147","0",65
83,1,"147","0",57
84,1,"285","0",93
85,1,"41","0",67
86,1,"41","0",-1
87,1,"41","0",67
88,1,"173","0",90
89,1,"173","0",90
90,1,"173","0",90
91,1,"272","0",19
92,1,"153","0",65
93,1,"153","0",57
94,1,"142","0",65
95,1,"157","0",39
96,1,"157","0",57
97,1,"157","0",57
98,1,"157","0",57
99,1,"166","0",85
100,1,"166","0",85
101,1,"166","0",85
102,1,"166","0",85
103,1,"60","0",49
104,1,"60","0",-1
105,1,"266","0",-1
106,1,"178","0",75
107,1,"178","0",75
108,1,"200","0",2
109,1,"289","0",93
110,1,"289","0",93
111,1,"220","0",43
112,1,"220","0",43
113,1,"220","0",-1
114,1,"299","0",71
115,1,"208","0",51
116,1,"208","0",-1
117,1,"184","0",79
118,1,"184","0",79
119,1,"24","0",-1
121,1,"294","0",54
122,1,"294","0",54
123,1,"250","0",97
124,1,"250","0",80
125,1,"134","0",94
126,1,"133","0",94
127,1,"133","0",91
128,1,"133","0",91
129,1,"66","0",28
130,1,"66","0",28
131,1,"158","0",85
132,1,"158","0",39
133,1,"158","0",57
134,1,"158","0",57
135,1,"187","0",79
136,1,"187","0",79
137,1,"313","0",32
138,1,"313","0",25
139,1,"313","0",32
140,1,"5","0",53
141,1,"290","0",93
142,1,"293","0",40
143,1,"293","0",-1
144,1,"61","0",49
145,1,"61","0",49
146,1,"61","0",28
147,1,"99","0",16
148,1,"99","0",29
149,1,"99","0",-1
150,1,"99","0",14
151,1,"96","0",14
152,1,"96","0",16
153,1,"96","0",29
154,1,"146","0",65
155,1,"146","0",65
156,1,"146","0",65
157,1,"146","0",65
159,1,"123","0",-1
162,1,"123","0",62
163,1,"21","0",-1
164,1,"21","0",23
165,1,"21","0",-1
166,1,"21","0",-1
167,1,"131","0",91
168,1,"131","0",91
169,1,"262","0",92
170,1,"262","0",12
171,1,"262","0",12
172,1,"27","0",61
173,1,"31","0",-1
174,1,"31","0",61
175,1,"296","0",71
176,1,"296","0",-1
177,1,"130","0",91
178,1,"269","0",63
179,1,"269","0",20
181,1,"167","0",5
182,1,"167","0",85
183,1,"167","0",85
185,1,"167","0",5
186,1,"7","0",53
187,1,"7","0",-1
188,1,"7","0",-1
189,1,"248","0",80
190,1,"84","0",44
191,1,"84","0",44
192,1,"84","0",-1
193,1,"150","0",65
194,1,"175","0",75
195,1,"175","0",90
196,1,"175","0",90
197,1,"175","0",75
198,1,"100","0",-1
199,1,"100","0",16
200,1,"169","0",83
201,1,"169","0",5
202,1,"43","0",67
203,1,"156","0",57
204,1,"156","0",57
205,1,"156","0",57
206,1,"156","0",57
207,1,"156","0",57
208,1,"141","0",66
209,1,"141","0",68
210,1,"255","0",52
211,1,"20","0",69
212,1,"20","0",69
213,1,"20","0",81
214,1,"34","0",-1
215,1,"257","0",52
216,1,"196","0",89
217,1,"196","0",89
219,1,"256","0",52
220,1,"28","0",61
222,1,"205","0",-1
225,1,"223","0",-1
226,1,"223","0",-1
227,1,"223","0",43
228,1,"195","0",89
229,1,"195","0",89
230,1,"288","0",93
231,1,"174","0",90
232,1,"174","0",90
233,1,"174","0",75
234,1,"174","0",90
235,1,"292","0",40
236,1,"214","0",-1
237,1,"214","0",-1
238,1,"214","0",78
239,1,"214","0",77
240,1,"188","0",79
241,1,"188","0",79
242,1,"221","0",-1
243,1,"221","0",-1
244,1,"221","0",43
245,1,"251","0",97
246,1,"251","0",80
247,1,"207","0",-1
248,1,"207","0",-1
249,1,"207","0",51
250,1,"242","0",4
251,1,"242","0",4
252,1,"252","0",6
253,1,"252","0",6
254,1,"193","0",89
255,1,"193","0",89
256,1,"298","0",-1
257,1,"72","0",87
